date_type,grid_id,location_name,hour,traffic
工作日,252,Top3,20,2410.762380545176
工作日,252,Top3,21,1831.951238401749
工作日,252,Top3,22,1193.8076840737447
工作日,252,Top3,23,857.6694897505664
工作日,253,Top4,0,665.6860955487464
工作日,253,Top4,1,330.34796423460455
工作日,253,Top4,2,254.00776996782054
工作日,253,Top4,3,188.97126516113087
工作日,253,Top4,4,199.25163328119632
工作日,253,Top4,5,223.72737351533027
工作日,253,Top4,6,408.45576434328177
工作日,253,Top4,7,1335.3267211923699
工作日,253,Top4,8,2715.5090984958274
工作日,253,Top4,9,3377.7164633525513
工作日,253,Top4,10,3587.2854774536017
工作日,253,Top4,11,3792.0084038523305
工作日,253,Top4,12,3638.307028049699
工作日,253,Top4,13,3242.9323432990323
工作日,253,Top4,14,3401.2398985950613
工作日,253,Top4,15,3459.1265487475093
工作日,253,Top4,16,3907.6762695247526
工作日,253,Top4,17,3387.752379158271
工作日,253,Top4,18,3676.973864714209
工作日,253,Top4,19,3211.1018998273157
工作日,253,Top4,20,2716.987059090391
工作日,253,Top4,21,2017.0254685525401
工作日,253,Top4,22,1415.894726555511
工作日,253,Top4,23,1067.6694314829658
工作日,191,Top5,0,858.8168089620592
工作日,191,Top5,1,370.81645684415713
工作日,191,Top5,2,293.44802024363963
工作日,191,Top5,3,254.68456166969386
工作日,191,Top5,4,181.6747037917552
工作日,191,Top5,5,225.05260937142924
工作日,191,Top5,6,380.32628489179297
工作日,191,Top5,7,1545.0372706213611
工作日,191,Top5,8,3364.489473875565
工作日,191,Top5,9,5290.250714043105
工作日,191,Top5,10,5202.8314616953385
工作日,191,Top5,11,5729.160524426082
工作日,191,Top5,12,5648.959074736588
工作日,191,Top5,13,6570.920128202058
工作日,191,Top5,14,5727.630177402095
工作日,191,Top5,15,5993.589392583984
工作日,191,Top5,16,5721.602898168552
工作日,191,Top5,17,5638.383245388133
工作日,191,Top5,18,5679.8407783771245
工作日,191,Top5,19,4793.021541270558
工作日,191,Top5,20,4284.934610081287
工作日,191,Top5,21,2678.201773908379
工作日,191,Top5,22,1862.0540234172258
工作日,191,Top5,23,1595.3691685762847
周末,171,Bocconi大学/Navigli夜生活区,0,1417.8763707782077
周末,171,Bocconi大学/Navigli夜生活区,1,994.902000771095
周末,171,Bocconi大学/Navigli夜生活区,2,702.9164029329686
周末,171,Bocconi大学/Navigli夜生活区,3,484.4847472634693
周末,171,Bocconi大学/Navigli夜生活区,4,397.0908026911168
周末,171,Bocconi大学/Navigli夜生活区,5,362.7864096844833
周末,171,Bocconi大学/Navigli夜生活区,6,250.33507746580617
周末,171,Bocconi大学/Navigli夜生活区,7,239.5652855534618
周末,171,Bocconi大学/Navigli夜生活区,8,512.7455167769463
周末,171,Bocconi大学/Navigli夜生活区,9,939.443477598574
周末,171,Bocconi大学/Navigli夜生活区,10,1723.617617648286
周末,171,Bocconi大学/Navigli夜生活区,11,2069.1373252476064
周末,171,Bocconi大学/Navigli夜生活区,12,2001.0174200245701
周末,171,Bocconi大学/Navigli夜生活区,13,1514.7001662213831
周末,171,Bocconi大学/Navigli夜生活区,14,1424.3737319910695
周末,171,Bocconi大学/Navigli夜生活区,15,1499.3234514281824
周末,171,Bocconi大学/Navigli夜生活区,16,1712.203375830843
周末,171,Bocconi大学/Navigli夜生活区,17,2071.8379821004464
周末,171,Bocconi大学/Navigli夜生活区,18,2020.7024718095593
周末,171,Bocconi大学/Navigli夜生活区,19,2069.4949992825586
周末,171,Bocconi大学/Navigli夜生活区,20,1944.3221536288825
周末,171,Bocconi大学/Navigli夜生活区,21,1607.7110043567377
周末,171,Bocconi大学/Navigli夜生活区,22,1271.343993466367
周末,171,Bocconi大学/Navigli夜生活区,23,823.311173281124
周末,212,Duomo市中心,0,763.7152671867801
周末,212,Duomo市中心,1,581.5578960813216
周末,212,Duomo市中心,2,380.96890906933334
周末,212,Duomo市中心,3,360.9734879655109
周末,212,Duomo市中心,4,288.9601346663407
周末,212,Duomo市中心,5,266.95945595854494
周末,212,Duomo市中心,6,246.40901263175908
周末,212,Duomo市中心,7,262.3445248449686
周末,212,Duomo市中心,8,567.2433950792713
周末,212,Duomo市中心,9,1003.7940031547448
周末,212,Duomo市中心,10,1431.7384193309663
周末,212,Duomo市中心,11,1925.5235165172762
周末,212,Duomo市中心,12,1872.4601491818103
周末,212,Duomo市中心,13,1645.291662655729
周末,212,Duomo市中心,14,1455.765788654887
周末,212,Duomo市中心,15,1775.2826396281898
周末,212,Duomo市中心,16,2158.1033329640995
周末,212,Duomo市中心,17,2203.4144081735694
周末,212,Duomo市中心,18,2347.945271155206
周末,212,Duomo市中心,19,2196.561742611931
周末,212,Duomo市中心,20,1476.5260322412935
周末,212,Duomo市中心,21,1121.5280362600292
周末,212,Duomo市中心,22,752.8660647290735
周末,212,Duomo市中心,23,514.6460765921022
周末,229,Fiera居住区,0,459.4000880903451
周末,229,Fiera居住区,1,218.8822914790707
周末,229,Fiera居住区,2,162.65619662667814
周末,229,Fiera居住区,3,172.78389556998832
周末,229,Fiera居住区,4,213.6990517672484
周末,229,Fiera居住区,5,152.84760334021877
周末,229,Fiera居住区,6,143.0598299802741
周末,229,Fiera居住区,7,238.652737462765
周末,229,Fiera居住区,8,458.3857703430324
周末,229,Fiera居住区,9,888.4341541562312
周末,229,Fiera居住区,10,1480.7550837104939
周末,229,Fiera居住区,11,1849.0338189432284
周末,229,Fiera居住区,12,1978.9151282097007
周末,229,Fiera居住区,13,1320.2509004157887
周末,229,Fiera居住区,14,1070.0247974778258
周末,229,Fiera居住区,15,1218.402983682147
周末,229,Fiera居住区,16,1352.1670069573856
周末,229,Fiera居住区,17,1557.1712208040453
周末,229,Fiera居住区,18,1653.4707945433022
周末,229,Fiera居住区,19,1603.347175397602
周末,229,Fiera居住区,20,1368.3075388726757
周末,229,Fiera居住区,21,822.0370311487719
周末,229,Fiera居住区,22,647.5494652356653
周末,229,Fiera居住区,23,452.4380007926984
周末,211,Top1,0,1361.401655503562
周末,211,Top1,1,956.9289902503657
周末,211,Top1,2,648.7884064221215
周末,211,Top1,3,569.716814970519
周末,211,Top1,4,493.53177407859704
周末,211,Top1,5,402.2907858703774
周末,211,Top1,6,365.4163830574145
周末,211,Top1,7,575.7281375542543
周末,211,Top1,8,647.3126143246257
周末,211,Top1,9,1340.7812352115702
周末,211,Top1,10,1963.8022137015619
周末,211,Top1,11,2040.4812646689008
周末,211,Top1,12,2009.899225967963
周末,211,Top1,13,1725.6240855371805
周末,211,Top1,14,1707.7366760800016
周末,211,Top1,15,2241.130025168794
周末,211,Top1,16,2437.864952905673
周末,211,Top1,17,2414.6138683359013
周末,211,Top1,18,2543.307980657926
周末,211,Top1,19,2335.770683179117
周末,211,Top1,20,1942.6041319906535
周末,211,Top1,21,1272.0229866957388
周末,211,Top1,22,967.0399919963901
周末,211,Top1,23,719.2180649295058
周末,252,Top3,0,842.8585145192627
周末,252,Top3,1,549.5621576655587
周末,252,Top3,2,329.7972725267103
周末,252,Top3,3,285.5300733487258
周末,252,Top3,4,309.78938492392405
周末,252,Top3,5,260.9606018728172
周末,252,Top3,6,358.84365047775265
周末,252,Top3,7,390.91118392962494
周末,252,Top3,8,596.8299124387798
周末,252,Top3,9,956.1017184351491
周末,252,Top3,10,1471.3698732267208
周末,252,Top3,11,1692.7328559311431
周末,252,Top3,12,1788.6461016818473
周末,252,Top3,13,1565.7641376439856
周末,252,Top3,14,1393.6134102934334
周末,252,Top3,15,1478.797395371174
周末,252,Top3,16,1906.3631828143104
周末,252,Top3,17,1979.05653871618
周末,252,Top3,18,1988.5451803943565
周末,252,Top3,19,2115.0813885934426
周末,252,Top3,20,1995.197099379787
周末,252,Top3,21,1736.0125991821274
周末,252,Top3,22,1235.2688874379307
周末,252,Top3,23,831.1731548067122
周末,253,Top4,0,933.4447463928532
周末,253,Top4,1,558.3605273831733
周末,253,Top4,2,323.7494463494527
周末,253,Top4,3,281.4194087140338
周末,253,Top4,4,267.8990691299981
周末,253,Top4,5,298.0727952103391
周末,253,Top4,6,247.19884938903314
周末,253,Top4,7,370.88601634793474
周末,253,Top4,8,693.8094948029404
周末,253,Top4,9,1302.7980161540372
周末,253,Top4,10,1543.075262213246
周末,253,Top4,11,2347.1245476722656
周末,253,Top4,12,1985.480106137244
周末,253,Top4,13,1760.571465211086
周末,253,Top4,14,1524.7961206383648
周末,253,Top4,15,1725.2111252453287
周末,253,Top4,16,1811.1781946081728
周末,253,Top4,17,1909.3086918363415
周末,253,Top4,18,2261.2728837286063
周末,253,Top4,19,2072.7182467237303
周末,253,Top4,20,1776.9650584730937
周末,253,Top4,21,1595.0637761567402
周末,253,Top4,22,991.4256221588643
周末,253,Top4,23,905.7902362534594
周末,191,Top5,0,3371.704419897661
周末,191,Top5,1,1788.4478317181547
周末,191,Top5,2,890.7543653840912
周末,191,Top5,3,534.7201719701384
周末,191,Top5,4,347.40607114083974
周末,191,Top5,5,285.96061974167634
周末,191,Top5,6,212.94498825660756
周末,191,Top5,7,309.06974063736783
周末,191,Top5,8,669.3773630637943
周末,191,Top5,9,1432.3148664447615
周末,191,Top5,10,1988.4096161937887
周末,191,Top5,11,2425.955124709264
周末,191,Top5,12,2846.2429722766997
周末,191,Top5,13,2096.8196051876207
周末,191,Top5,14,2390.0514279844656
周末,191,Top5,15,2262.020472874256
周末,191,Top5,16,2747.864191337043
周末,191,Top5,17,2971.8723309816496
周末,191,Top5,18,3144.0952318371947
周末,191,Top5,19,3168.1030300482203
周末,191,Top5,20,2514.555400202543
周末,191,Top5,21,1922.1770693891897
周末,191,Top5,22,1591.52623941139
周末,191,Top5,23,1131.3680570178713
平安夜,171,Bocconi大学/Navigli夜生活区,0,440.0443261817815
平安夜,171,Bocconi大学/Navigli夜生活区,1,333.4554545022565
平安夜,171,Bocconi大学/Navigli夜生活区,2,170.06444733031645
平安夜,171,Bocconi大学/Navigli夜生活区,3,124.8834223011411
平安夜,171,Bocconi大学/Navigli夜生活区,4,128.2684002178427
平安夜,171,Bocconi大学/Navigli夜生活区,5,183.02044819776944
平安夜,171,Bocconi大学/Navigli夜生活区,6,272.03207595020615
平安夜,171,Bocconi大学/Navigli夜生活区,7,424.9022257254646
平安夜,171,Bocconi大学/Navigli夜生活区,8,1389.1203438752511
平安夜,171,Bocconi大学/Navigli夜生活区,9,1977.6623703349196
平安夜,171,Bocconi大学/Navigli夜生活区,10,2845.9843645781734
平安夜,171,Bocconi大学/Navigli夜生活区,11,3095.5387667927207
平安夜,171,Bocconi大学/Navigli夜生活区,12,3137.234206301822
平安夜,171,Bocconi大学/Navigli夜生活区,13,2202.1676755774342
平安夜,171,Bocconi大学/Navigli夜生活区,14,2182.1346292206163
平安夜,171,Bocconi大学/Navigli夜生活区,15,2198.9578946526753
平安夜,171,Bocconi大学/Navigli夜生活区,16,2321.8906549093276
平安夜,171,Bocconi大学/Navigli夜生活区,17,2362.6917854183985
平安夜,171,Bocconi大学/Navigli夜生活区,18,2375.328369924663
平安夜,171,Bocconi大学/Navigli夜生活区,19,1665.9810412368035
平安夜,171,Bocconi大学/Navigli夜生活区,20,1215.6113562651553
平安夜,171,Bocconi大学/Navigli夜生活区,21,806.7150232983535
平安夜,171,Bocconi大学/Navigli夜生活区,22,731.2317996940142
平安夜,171,Bocconi大学/Navigli夜生活区,23,638.3077100791709
平安夜,212,Duomo市中心,0,401.90112583705843
平安夜,212,Duomo市中心,1,300.72801554670474
平安夜,212,Duomo市中心,2,201.69857234125274
平安夜,212,Duomo市中心,3,220.79732293035062
平安夜,212,Duomo市中心,4,160.27589663442672
平安夜,212,Duomo市中心,5,254.422918046033
平安夜,212,Duomo市中心,6,298.0776334001381
平安夜,212,Duomo市中心,7,584.5128274513513
平安夜,212,Duomo市中心,8,1780.692099966638
平安夜,212,Duomo市中心,9,3603.8351262100305
平安夜,212,Duomo市中心,10,5132.484978041037
平安夜,212,Duomo市中心,11,5112.338864626542
平安夜,212,Duomo市中心,12,4653.353359593876
平安夜,212,Duomo市中心,13,4421.813334638936
平安夜,212,Duomo市中心,14,3500.9268676853158
平安夜,212,Duomo市中心,15,3435.343992036841
平安夜,212,Duomo市中心,16,3421.4177467191494
平安夜,212,Duomo市中心,17,3706.6313506528027
平安夜,212,Duomo市中心,18,3000.8140357798557
平安夜,212,Duomo市中心,19,2087.031789465335
平安夜,212,Duomo市中心,20,1387.5426261155874
平安夜,212,Duomo市中心,21,705.1709623322091
平安夜,212,Duomo市中心,22,555.8741355524724
平安夜,212,Duomo市中心,23,751.4642443896611
平安夜,229,Fiera居住区,0,355.94533748001953
平安夜,229,Fiera居住区,1,264.50123539032717
平安夜,229,Fiera居住区,2,232.58457349375746
平安夜,229,Fiera居住区,3,169.7806106852871
平安夜,229,Fiera居住区,4,147.60055186152022
平安夜,229,Fiera居住区,5,134.99738686754588
平安夜,229,Fiera居住区,6,198.1047932602027
平安夜,229,Fiera居住区,7,428.0279296049761
平安夜,229,Fiera居住区,8,1120.0824372482205
平安夜,229,Fiera居住区,9,2552.6467464321754
平安夜,229,Fiera居住区,10,3124.43718211478
平安夜,229,Fiera居住区,11,3407.800322244523
平安夜,229,Fiera居住区,12,3244.0790318390464
平安夜,229,Fiera居住区,13,2257.3774391695433
平安夜,229,Fiera居住区,14,2131.748136206838
平安夜,229,Fiera居住区,15,2200.9285207369644
平安夜,229,Fiera居住区,16,2761.39969569542
平安夜,229,Fiera居住区,17,2741.3336489136077
平安夜,229,Fiera居住区,18,2147.261941630789
平安夜,229,Fiera居住区,19,2225.6987794801435
平安夜,229,Fiera居住区,20,1195.1194225251493
平安夜,229,Fiera居住区,21,811.887830903724
平安夜,229,Fiera居住区,22,610.0484849698223
平安夜,229,Fiera居住区,23,572.8581282368469
平安夜,211,Top1,0,647.5671082826452
平安夜,211,Top1,1,418.308614929446
平安夜,211,Top1,2,354.8375786581665
平安夜,211,Top1,3,301.63754620453795
平安夜,211,Top1,4,307.99301086701945
平安夜,211,Top1,5,295.3819037754782
平安夜,211,Top1,6,438.9504058659003
平安夜,211,Top1,7,835.6459413349118
平安夜,211,Top1,8,2720.1935634106785
平安夜,211,Top1,9,4794.6335800518
平安夜,211,Top1,10,5319.404601431827
平安夜,211,Top1,11,6025.494447581145
平安夜,211,Top1,12,5881.173758658578
平安夜,211,Top1,13,4745.419782941693
平安夜,211,Top1,14,3579.6793145364627
平安夜,211,Top1,15,3764.713220175794
平安夜,211,Top1,16,3712.244491105268
平安夜,211,Top1,17,3792.3663847318007
平安夜,211,Top1,18,2810.9834124845916
平安夜,211,Top1,19,2236.191988195118
平安夜,211,Top1,20,1371.7449685314355
平安夜,211,Top1,21,818.9877405743208
平安夜,211,Top1,22,708.7042926853715
平安夜,211,Top1,23,858.7059064393727
平安夜,252,Top3,0,642.5199791542713
平安夜,252,Top3,1,425.1026071894444
平安夜,252,Top3,2,304.9220156770017
平安夜,252,Top3,3,335.97808507098506
平安夜,252,Top3,4,320.0198824322796
平安夜,252,Top3,5,355.348693470547
平安夜,252,Top3,6,478.8792798635828
平安夜,252,Top3,7,764.3323586850142
平安夜,252,Top3,8,1756.2549770095918
平安夜,252,Top3,9,3480.2801145779845
平安夜,252,Top3,10,4303.746958450503
平安夜,252,Top3,11,4177.548636548603
平安夜,252,Top3,12,4471.5623783646215
平安夜,252,Top3,13,3508.8103278293133
平安夜,252,Top3,14,3160.0130738954113
平安夜,252,Top3,15,3066.543400712022
平安夜,252,Top3,16,2614.435067966084
平安夜,252,Top3,17,3112.094238300352
平安夜,252,Top3,18,2519.31569603695
平安夜,252,Top3,19,2157.7169846154616
平安夜,252,Top3,20,1470.0436667285414
平安夜,252,Top3,21,1128.210534603473
平安夜,252,Top3,22,1076.934098346293
平安夜,252,Top3,23,1007.025675005019
平安夜,253,Top4,0,616.9367288480344
平安夜,253,Top4,1,302.11226095785986
平安夜,253,Top4,2,239.9110850512516
平安夜,253,Top4,3,198.39696659202642
平安夜,253,Top4,4,200.04126493879855
平安夜,253,Top4,5,210.7725320301598
平安夜,253,Top4,6,283.64219167192306
平安夜,253,Top4,7,562.4232746426836
平安夜,253,Top4,8,1420.3201391587882
平安夜,253,Top4,9,2361.512182637769
平安夜,253,Top4,10,3083.1398837120487
平安夜,253,Top4,11,3924.240586175909
平安夜,253,Top4,12,3684.648934969523
平安夜,253,Top4,13,3280.2337284239675
平安夜,253,Top4,14,2750.4918351938113
平安夜,253,Top4,15,2589.588136032973
平安夜,253,Top4,16,2626.063344141381
平安夜,253,Top4,17,3039.042827258959
平安夜,253,Top4,18,2977.608716114498
平安夜,253,Top4,19,2491.108551189965
平安夜,253,Top4,20,1870.9143036148198
平安夜,253,Top4,21,1116.5078821528869
平安夜,253,Top4,22,854.8098193109905
平安夜,253,Top4,23,996.9689955044497
平安夜,191,Top5,0,818.3169056656474
平安夜,191,Top5,1,430.33489777791465
平安夜,191,Top5,2,325.1505536433402
平安夜,191,Top5,3,203.7758189603018
平安夜,191,Top5,4,216.47945740164826
平安夜,191,Top5,5,232.69572282785109
平安夜,191,Top5,6,295.0028565283372
平安夜,191,Top5,7,680.9026231599438
平安夜,191,Top5,8,2231.73380478844
平安夜,191,Top5,9,3714.9893023733853
平安夜,191,Top5,10,4989.900126123985
平安夜,191,Top5,11,5535.887777211487
平安夜,191,Top5,12,5730.256533552422
平安夜,191,Top5,13,4695.665817310683
平安夜,191,Top5,14,3536.5478406078896
平安夜,191,Top5,15,3911.286514383827
平安夜,191,Top5,16,4271.358588679846
平安夜,191,Top5,17,4069.4940026955956
平安夜,191,Top5,18,3717.5236308707613
平安夜,191,Top5,19,2951.694582206604
平安夜,191,Top5,20,1625.8005455009022
平安夜,191,Top5,21,1082.632966947149
平安夜,191,Top5,22,784.1513640046785
平安夜,191,Top5,23,1024.0382338007241
新年夜(12月30日),171,Bocconi大学/Navigli夜生活区,0,343.04480285972534
新年夜(12月30日),171,Bocconi大学/Navigli夜生活区,1,339.38006035579014
新年夜(12月30日),171,Bocconi大学/Navigli夜生活区,2,192.36104338371558
新年夜(12月30日),171,Bocconi大学/Navigli夜生活区,3,135.1770498839731
新年夜(12月30日),171,Bocconi大学/Navigli夜生活区,4,177.83382150635
新年夜(12月30日),171,Bocconi大学/Navigli夜生活区,5,144.14122454551645
新年夜(12月30日),171,Bocconi大学/Navigli夜生活区,6,225.14403801945014
新年夜(12月30日),171,Bocconi大学/Navigli夜生活区,7,366.81671760488103
新年夜(12月30日),171,Bocconi大学/Navigli夜生活区,8,998.7153156656683
新年夜(12月30日),171,Bocconi大学/Navigli夜生活区,9,1742.4913191623184
新年夜(12月30日),171,Bocconi大学/Navigli夜生活区,10,2413.95020698013
新年夜(12月30日),171,Bocconi大学/Navigli夜生活区,11,2484.362356246958
新年夜(12月30日),171,Bocconi大学/Navigli夜生活区,12,2231.9604040397694
新年夜(12月30日),171,Bocconi大学/Navigli夜生活区,13,1959.7398996469783
新年夜(12月30日),171,Bocconi大学/Navigli夜生活区,14,1825.04402941821
新年夜(12月30日),171,Bocconi大学/Navigli夜生活区,15,1906.184115252054
新年夜(12月30日),171,Bocconi大学/Navigli夜生活区,16,1933.9033627806723
新年夜(12月30日),171,Bocconi大学/Navigli夜生活区,17,1951.818843117317
新年夜(12月30日),171,Bocconi大学/Navigli夜生活区,18,2240.046792833103
新年夜(12月30日),171,Bocconi大学/Navigli夜生活区,19,1913.0807391349101
新年夜(12月30日),171,Bocconi大学/Navigli夜生活区,20,1472.2051502002876
新年夜(12月30日),171,Bocconi大学/Navigli夜生活区,21,1355.5320439773373
新年夜(12月30日),171,Bocconi大学/Navigli夜生活区,22,778.5255138222695
新年夜(12月30日),171,Bocconi大学/Navigli夜生活区,23,569.2108061157954
新年夜(12月30日),212,Duomo市中心,0,291.7544642755743
新年夜(12月30日),212,Duomo市中心,1,238.0709475279879
新年夜(12月30日),212,Duomo市中心,2,199.42206839778734
新年夜(12月30日),212,Duomo市中心,3,188.5502795945571
新年夜(12月30日),212,Duomo市中心,4,209.04859951907127
新年夜(12月30日),212,Duomo市中心,5,178.1744607743526
新年夜(12月30日),212,Duomo市中心,6,301.7285424234737
新年夜(12月30日),212,Duomo市中心,7,582.7613823848686
新年夜(12月30日),212,Duomo市中心,8,1333.8218280279095
新年夜(12月30日),212,Duomo市中心,9,2559.251239203437
新年夜(12月30日),212,Duomo市中心,10,2966.7848047421107
新年夜(12月30日),212,Duomo市中心,11,3349.3938739921487
新年夜(12月30日),212,Duomo市中心,12,3527.3134275872044
新年夜(12月30日),212,Duomo市中心,13,2901.530382924159
新年夜(12月30日),212,Duomo市中心,14,2795.5070182647696
新年夜(12月30日),212,Duomo市中心,15,2908.943388924738
新年夜(12月30日),212,Duomo市中心,16,3142.597601180235
新年夜(12月30日),212,Duomo市中心,17,3034.228912547392
新年夜(12月30日),212,Duomo市中心,18,2746.691526140081
新年夜(12月30日),212,Duomo市中心,19,1836.833989052025
新年夜(12月30日),212,Duomo市中心,20,1139.6516372688907
新年夜(12月30日),212,Duomo市中心,21,818.403495352257
新年夜(12月30日),212,Duomo市中心,22,560.2173751457899
新年夜(12月30日),212,Duomo市中心,23,408.65134655967205
新年夜(12月30日),229,Fiera居住区,0,269.39576749364574
新年夜(12月30日),229,Fiera居住区,1,146.57082825045225
新年夜(12月30日),229,Fiera居住区,2,139.19800471877764
新年夜(12月30日),229,Fiera居住区,3,106.66458214144214
新年夜(12月30日),229,Fiera居住区,4,128.15938101691026
新年夜(12月30日),229,Fiera居住区,5,207.66734991663247
新年夜(12月30日),229,Fiera居住区,6,240.71655002633923
新年夜(12月30日),229,Fiera居住区,7,426.3714574670406
新年夜(12月30日),229,Fiera居住区,8,1021.9710828473961
新年夜(12月30日),229,Fiera居住区,9,1696.3213758986053
新年夜(12月30日),229,Fiera居住区,10,2364.5871433006864
新年夜(12月30日),229,Fiera居住区,11,2731.7637455604695
新年夜(12月30日),229,Fiera居住区,12,2244.7731029342494
新年夜(12月30日),229,Fiera居住区,13,1930.5850922265677
