date_label,row,col,traffic
圣诞假期开始,0,8,206.78489613967486
圣诞假期开始,0,9,640.9233770486917
圣诞假期开始,0,10,212.49926676781905
圣诞假期开始,0,11,188.33712299030242
圣诞假期开始,0,12,164.03138260863196
圣诞假期开始,0,13,236.24375253103534
圣诞假期开始,0,14,147.11617110864233
圣诞假期开始,0,15,128.99030002242318
圣诞假期开始,0,16,65.31896970279813
圣诞假期开始,0,17,69.30802657866823
圣诞假期开始,0,18,68.41062871899767
圣诞假期开始,0,19,85.68436858200785
圣诞假期开始,1,0,52.14755906493429
圣诞假期开始,1,1,50.10846897357911
圣诞假期开始,1,2,47.111859164352325
圣诞假期开始,1,3,58.47865670707991
圣诞假期开始,1,4,82.62875004825547
圣诞假期开始,1,5,84.12053220989314
圣诞假期开始,1,6,91.19932717931108
圣诞假期开始,1,7,151.83101241112647
圣诞假期开始,1,8,168.8695371706346
圣诞假期开始,1,9,560.9676899733282
圣诞假期开始,1,10,602.7492648282929
圣诞假期开始,1,11,328.93357546644665
圣诞假期开始,1,12,353.35135541292817
圣诞假期开始,1,13,474.19770272368226
圣诞假期开始,1,14,157.45781646971588
圣诞假期开始,1,15,130.5432743401188
圣诞假期开始,1,16,108.76042437900897
圣诞假期开始,1,17,67.47512537645986
圣诞假期开始,1,18,82.77701064682083
圣诞假期开始,1,19,190.138826841606
圣诞假期开始,2,0,52.353631683247855
圣诞假期开始,2,1,47.521083227231244
圣诞假期开始,2,2,68.22020638736052
圣诞假期开始,2,3,62.85096474730823
圣诞假期开始,2,4,66.4964989374105
圣诞假期开始,2,5,66.7614393272472
圣诞假期开始,2,6,93.06936041319739
圣诞假期开始,2,7,183.84166318103763
圣诞假期开始,2,8,155.6227124165607
圣诞假期开始,2,9,939.1015412380091
圣诞假期开始,2,10,922.9067317642231
圣诞假期开始,2,11,453.9427539577463
圣诞假期开始,2,12,363.72276591477834
圣诞假期开始,2,13,475.5080455910673
圣诞假期开始,2,14,224.50065526106673
圣诞假期开始,2,15,119.38823330121092
圣诞假期开始,2,16,152.8670036877889
圣诞假期开始,2,17,142.04072899249357
圣诞假期开始,2,18,153.57224052478566
圣诞假期开始,2,19,491.2883600206115
圣诞假期开始,3,0,47.28003489009645
圣诞假期开始,3,1,85.81222583228677
圣诞假期开始,3,2,127.79375734225876
圣诞假期开始,3,3,88.80845093282598
圣诞假期开始,3,4,97.42902441388087
圣诞假期开始,3,5,94.60922641155891
圣诞假期开始,3,6,63.175314580888354
圣诞假期开始,3,7,84.92012319274001
圣诞假期开始,3,8,131.26005636431898
圣诞假期开始,3,9,402.19888119401537
圣诞假期开始,3,10,884.2251494941754
圣诞假期开始,3,11,761.5075181821459
圣诞假期开始,3,12,102.67702834652435
圣诞假期开始,3,13,305.67933243153203
圣诞假期开始,3,14,251.32477512848808
圣诞假期开始,3,15,199.3875496187094
圣诞假期开始,3,16,303.59027500169907
圣诞假期开始,3,17,394.8843778780508
圣诞假期开始,3,18,338.573235133587
圣诞假期开始,3,19,275.1284009861246
圣诞假期开始,4,0,52.62304441407414
圣诞假期开始,4,1,163.21447862556835
圣诞假期开始,4,2,150.5079897834051
圣诞假期开始,4,3,138.4116333079041
圣诞假期开始,4,4,129.20349018676117
圣诞假期开始,4,5,75.03230616411176
圣诞假期开始,4,6,116.32587449694677
圣诞假期开始,4,7,555.6624200653815
圣诞假期开始,4,8,442.2221728220294
圣诞假期开始,4,9,884.206995570398
圣诞假期开始,4,10,362.01807270953486
圣诞假期开始,4,11,155.04644466392793
圣诞假期开始,4,12,298.751873350656
圣诞假期开始,4,13,209.45951544016188
圣诞假期开始,4,14,179.49359575969373
圣诞假期开始,4,15,146.7003916732511
圣诞假期开始,4,16,470.854049486295
圣诞假期开始,4,17,609.5052516346021
圣诞假期开始,4,18,266.7418286888339
圣诞假期开始,4,19,140.4674757587053
圣诞假期开始,5,0,78.06546419451195
圣诞假期开始,5,1,117.5640815844022
圣诞假期开始,5,2,144.48884305161536
圣诞假期开始,5,3,260.3263452406966
圣诞假期开始,5,4,226.13678682890222
圣诞假期开始,5,5,281.7065094128156
圣诞假期开始,5,6,740.561128806068
圣诞假期开始,5,7,572.661777389688
圣诞假期开始,5,8,237.16846094236547
圣诞假期开始,5,9,167.5118238731418
圣诞假期开始,5,10,724.406253145392
圣诞假期开始,5,11,549.1086729593164
圣诞假期开始,5,12,267.7870470524062
圣诞假期开始,5,13,231.1726846809563
圣诞假期开始,5,14,129.2462604485283
圣诞假期开始,5,15,189.40929206738915
圣诞假期开始,5,16,528.9447170407111
圣诞假期开始,5,17,585.590275800418
圣诞假期开始,5,18,226.41641845817716
圣诞假期开始,5,19,335.0507628185236
圣诞假期开始,6,0,28.79434822781215
圣诞假期开始,6,1,73.79407601580928
圣诞假期开始,6,2,115.22580863817674
圣诞假期开始,6,3,591.4318457281091
圣诞假期开始,6,4,566.1456785670849
圣诞假期开始,6,5,631.9363489720149
圣诞假期开始,6,6,1368.7842561366238
圣诞假期开始,6,7,830.0138450243707
圣诞假期开始,6,8,121.62006756156042
圣诞假期开始,6,9,333.4369216954364
圣诞假期开始,6,10,815.4574519531836
圣诞假期开始,6,11,668.3207313710866
圣诞假期开始,6,12,392.70506616527354
圣诞假期开始,6,13,369.9553321631405
圣诞假期开始,6,14,207.13616377431222
圣诞假期开始,6,15,272.4645146542592
圣诞假期开始,6,16,669.123982916993
圣诞假期开始,6,17,486.9550393920509
圣诞假期开始,6,18,327.7797790933401
圣诞假期开始,6,19,470.3070055470656
圣诞假期开始,7,0,33.82987451943899
圣诞假期开始,7,1,103.18665091616968
圣诞假期开始,7,2,154.4579239582463
圣诞假期开始,7,3,259.77842968003034
圣诞假期开始,7,4,544.2781188078101
圣诞假期开始,7,5,1316.6080220996728
圣诞假期开始,7,6,1376.9994951900853
圣诞假期开始,7,7,865.6831366830668
圣诞假期开始,7,8,635.8559462362917
圣诞假期开始,7,9,1362.3846483140533
圣诞假期开始,7,10,1225.96756695381
圣诞假期开始,7,11,1671.3367779544303
圣诞假期开始,7,12,1218.2713805592828
圣诞假期开始,7,13,987.8699852454378
圣诞假期开始,7,14,1021.8291651465121
圣诞假期开始,7,15,708.7466541465776
圣诞假期开始,7,16,535.6550608868919
圣诞假期开始,7,17,347.4132202861849
圣诞假期开始,7,18,236.0867137700148
圣诞假期开始,7,19,338.76533408383676
圣诞假期开始,8,0,63.831606002412414
圣诞假期开始,8,1,107.73667390114298
圣诞假期开始,8,2,173.45715474785493
圣诞假期开始,8,3,258.9718119800142
圣诞假期开始,8,4,491.5442713385921
圣诞假期开始,8,5,1381.6954972640608
圣诞假期开始,8,6,771.2941567071815
圣诞假期开始,8,7,831.0913940320094
圣诞假期开始,8,8,1529.0405529368925
圣诞假期开始,8,9,1746.8567236134425
圣诞假期开始,8,10,1738.2283619468813
圣诞假期开始,8,11,2101.8458242493307
圣诞假期开始,8,12,2413.522094164625
圣诞假期开始,8,13,1933.6588333113339
圣诞假期开始,8,14,455.2239877176504
圣诞假期开始,8,15,927.7027536456351
圣诞假期开始,8,16,579.5138247688079
圣诞假期开始,8,17,224.56914702011022
圣诞假期开始,8,18,198.5146109977332
圣诞假期开始,8,19,224.80836182183276
圣诞假期开始,9,0,36.24118446588123
圣诞假期开始,9,1,132.52649810942864
圣诞假期开始,9,2,161.8976292026192
圣诞假期开始,9,3,271.1078858594366
圣诞假期开始,9,4,673.2141104044214
圣诞假期开始,9,5,901.5419913106178
圣诞假期开始,9,6,602.3578126959391
圣诞假期开始,9,7,1093.6386299586686
圣诞假期开始,9,8,1874.4733080419091
圣诞假期开始,9,9,2667.755351118857
圣诞假期开始,9,10,2908.1645587906683
圣诞假期开始,9,11,3448.251787697289
圣诞假期开始,9,12,2798.8692618262903
圣诞假期开始,9,13,1777.639601200079
圣诞假期开始,9,14,824.9582770391911
圣诞假期开始,9,15,751.8694065131818
圣诞假期开始,9,16,419.15277946177014
圣诞假期开始,9,17,392.9945339367971
圣诞假期开始,9,18,329.8576914999395
圣诞假期开始,9,19,126.13156719931982
圣诞假期开始,10,0,61.29540711926826
圣诞假期开始,10,1,20.261370566359
圣诞假期开始,10,2,176.62547510209583
圣诞假期开始,10,3,454.8672987876496
圣诞假期开始,10,4,579.0743349893107
圣诞假期开始,10,5,699.8757275484187
圣诞假期开始,10,6,710.9237209336798
圣诞假期开始,10,7,611.6064001297128
圣诞假期开始,10,8,1897.0456372481242
圣诞假期开始,10,9,2705.075408738377
圣诞假期开始,10,10,2829.4233642776003
圣诞假期开始,10,11,2587.298918276154
圣诞假期开始,10,12,2498.6778652490952
圣诞假期开始,10,13,2902.9768126307167
圣诞假期开始,10,14,2155.8286739997666
圣诞假期开始,10,15,521.1428917284925
圣诞假期开始,10,16,227.76006571170612
圣诞假期开始,10,17,348.45347721569647
圣诞假期开始,10,18,252.53610820289884
圣诞假期开始,10,19,350.68404355081867
圣诞假期开始,11,0,142.87528057693913
圣诞假期开始,11,1,84.92547300040414
圣诞假期开始,11,2,147.59297027565881
圣诞假期开始,11,3,218.50934056950823
圣诞假期开始,11,4,271.3413414339848
圣诞假期开始,11,5,329.90444535149277
圣诞假期开始,11,6,303.87289296192614
圣诞假期开始,11,7,522.8112146964835
圣诞假期开始,11,8,1225.5232173897475
圣诞假期开始,11,9,1765.9835322563279
圣诞假期开始,11,10,2891.8008755337946
圣诞假期开始,11,11,2890.968686541838
圣诞假期开始,11,12,2224.8468757455016
圣诞假期开始,11,13,2917.425803033557
圣诞假期开始,11,14,1371.3159478710434
圣诞假期开始,11,15,686.90517177022
圣诞假期开始,11,16,274.57824236459726
圣诞假期开始,11,17,271.35070696247027
圣诞假期开始,11,18,243.93084250489048
圣诞假期开始,11,19,420.7380919268609
圣诞假期开始,12,0,357.1926334621849
圣诞假期开始,12,1,267.64064143864874
圣诞假期开始,12,2,263.26432652143643
圣诞假期开始,12,3,540.4619356072645
圣诞假期开始,12,4,174.26528776365237
圣诞假期开始,12,5,180.45613085055018
圣诞假期开始,12,6,362.83429270102647
圣诞假期开始,12,7,640.6401794622382
圣诞假期开始,12,8,859.0826992436843
圣诞假期开始,12,9,2459.1407353891927
圣诞假期开始,12,10,2285.9845612683444
圣诞假期开始,12,11,2312.443265500819
圣诞假期开始,12,12,2432.7361162585266
圣诞假期开始,12,13,2512.3814912076705
圣诞假期开始,12,14,2525.3670715064727
圣诞假期开始,12,15,945.7364150884072
圣诞假期开始,12,16,454.21906167039555
圣诞假期开始,12,17,420.27708770906924
圣诞假期开始,12,18,499.8163316259256
圣诞假期开始,12,19,576.6384510602494
圣诞假期开始,13,0,275.8127043528821
圣诞假期开始,13,1,298.4374924912693
圣诞假期开始,13,2,219.51288001790854
圣诞假期开始,13,3,188.78736810121308
圣诞假期开始,13,4,241.8837938496185
圣诞假期开始,13,5,396.3884920202157
圣诞假期开始,13,6,716.5784422485958
圣诞假期开始,13,7,717.751299640765
圣诞假期开始,13,8,778.3390195936927
圣诞假期开始,13,9,1914.4590583191004
圣诞假期开始,13,10,1442.438862535815
圣诞假期开始,13,11,1845.4999387541056
圣诞假期开始,13,12,2082.0658649290644
圣诞假期开始,13,13,1243.1669476872144
圣诞假期开始,13,14,2015.6039497889105
圣诞假期开始,13,15,813.7439126283447
圣诞假期开始,13,16,538.4717926038055
圣诞假期开始,13,17,488.89132788035937
圣诞假期开始,13,18,837.7807467468119
圣诞假期开始,13,19,404.03613689118157
圣诞假期开始,14,0,353.18503331310694
圣诞假期开始,14,1,373.8931551859969
圣诞假期开始,14,2,244.81236082211055
圣诞假期开始,14,3,399.7790473877841
圣诞假期开始,14,4,667.9382480795153
圣诞假期开始,14,5,711.7713895586231
圣诞假期开始,14,6,369.4435513182771
圣诞假期开始,14,7,756.9822245157263
圣诞假期开始,14,8,1356.6666711363393
圣诞假期开始,14,9,636.8169298399233
圣诞假期开始,14,10,826.0602643106625
圣诞假期开始,14,11,1153.6879144664385
圣诞假期开始,14,12,1721.574698220164
圣诞假期开始,14,13,858.9421180514801
圣诞假期开始,14,14,1280.2833412868233
圣诞假期开始,14,15,746.3943526565895
圣诞假期开始,14,16,552.6426212705453
圣诞假期开始,14,17,647.4858787160679
圣诞假期开始,14,18,822.7005871261894
圣诞假期开始,14,19,461.07122559476045
圣诞假期开始,15,0,307.97866650758726
圣诞假期开始,15,1,430.4666670058128
圣诞假期开始,15,2,438.19788034670495
圣诞假期开始,15,3,398.52833214392297
圣诞假期开始,15,4,236.50945636914182
圣诞假期开始,15,5,274.5359831891315
圣诞假期开始,15,6,415.98443962151055
圣诞假期开始,15,7,577.9852785647959
圣诞假期开始,15,8,1194.8277372634254
圣诞假期开始,15,9,977.2575377770897
圣诞假期开始,15,10,1272.811169284148
圣诞假期开始,15,11,796.6887899286896
圣诞假期开始,15,12,851.1400169317343
圣诞假期开始,15,13,1063.464763116087
圣诞假期开始,15,14,777.0057820530313
圣诞假期开始,15,15,522.4043106876019
圣诞假期开始,15,16,577.8274246589449
圣诞假期开始,15,17,892.329851526109
圣诞假期开始,15,18,903.5067000337339
