day_type,day_index,date,hour,traffic
工作日,13,2013-11-14,19,3486.850148490745
工作日,13,2013-11-14,20,2872.038125904141
工作日,13,2013-11-14,21,2024.018875759877
工作日,13,2013-11-14,22,1548.0051727379557
工作日,13,2013-11-14,23,1216.910163139714
周末,9,2013-11-10,0,1331.6506246273518
周末,9,2013-11-10,1,918.062310156434
周末,9,2013-11-10,2,527.8822145627743
周末,9,2013-11-10,3,404.0609889101401
周末,9,2013-11-10,4,275.44701335268144
周末,9,2013-11-10,5,236.54715005505352
周末,9,2013-11-10,6,255.31409698264181
周末,9,2013-11-10,7,237.1215132322562
周末,9,2013-11-10,8,509.09452335010053
周末,9,2013-11-10,9,1151.215118491077
周末,9,2013-11-10,10,1620.6724368416483
周末,9,2013-11-10,11,2222.2625262137826
周末,9,2013-11-10,12,2137.7227561294053
周末,9,2013-11-10,13,1779.042480573697
周末,9,2013-11-10,14,1573.5769022128486
周末,9,2013-11-10,15,1748.1720768572368
周末,9,2013-11-10,16,1803.0682772800178
周末,9,2013-11-10,17,2224.7664389497463
周末,9,2013-11-10,18,2454.2910769418513
周末,9,2013-11-10,19,2458.6139662782466
周末,9,2013-11-10,20,2111.123284376941
周末,9,2013-11-10,21,1557.3056761364596
周末,9,2013-11-10,22,1267.5199561228471
周末,9,2013-11-10,23,1023.2934939222689
周末,10,2013-11-11,0,511.6280228370337
周末,10,2013-11-11,1,258.80054529195786
周末,10,2013-11-11,2,191.18252547399854
周末,10,2013-11-11,3,143.71218880010912
周末,10,2013-11-11,4,159.99138274298602
周末,10,2013-11-11,5,123.17337271130607
周末,10,2013-11-11,6,327.2758125683634
周末,10,2013-11-11,7,1001.8825248649385
周末,10,2013-11-11,8,2484.423169756954
周末,10,2013-11-11,9,3356.998325976351
周末,10,2013-11-11,10,2986.7100781539234
周末,10,2013-11-11,11,2633.602640030443
周末,10,2013-11-11,12,2933.509855215036
周末,10,2013-11-11,13,2704.534101800144
周末,10,2013-11-11,14,3313.29966679878
周末,10,2013-11-11,15,3048.9233615648436
周末,10,2013-11-11,16,3026.4837961819926
周末,10,2013-11-11,17,3537.720551332882
周末,10,2013-11-11,18,3251.6496272153518
周末,10,2013-11-11,19,2963.643118372928
周末,10,2013-11-11,20,2306.2675860391573
周末,10,2013-11-11,21,1941.3558585291537
周末,10,2013-11-11,22,1377.8996886453306
周末,10,2013-11-11,23,1065.0185124101042
周末,16,2013-11-17,0,1417.8763707782077
周末,16,2013-11-17,1,994.902000771095
周末,16,2013-11-17,2,702.9164029329686
周末,16,2013-11-17,3,484.4847472634693
周末,16,2013-11-17,4,397.0908026911168
周末,16,2013-11-17,5,362.7864096844833
周末,16,2013-11-17,6,250.33507746580617
周末,16,2013-11-17,7,239.5652855534618
周末,16,2013-11-17,8,512.7455167769463
周末,16,2013-11-17,9,939.443477598574
周末,16,2013-11-17,10,1723.617617648286
周末,16,2013-11-17,11,2069.1373252476064
周末,16,2013-11-17,12,2001.0174200245701
周末,16,2013-11-17,13,1514.7001662213831
周末,16,2013-11-17,14,1424.3737319910695
周末,16,2013-11-17,15,1499.3234514281824
周末,16,2013-11-17,16,1712.203375830843
周末,16,2013-11-17,17,2071.8379821004464
周末,16,2013-11-17,18,2020.7024718095593
周末,16,2013-11-17,19,2069.4949992825586
周末,16,2013-11-17,20,1944.3221536288825
周末,16,2013-11-17,21,1607.7110043567377
周末,16,2013-11-17,22,1271.343993466367
周末,16,2013-11-17,23,823.311173281124
周末,17,2013-11-18,0,521.2099131206785
周末,17,2013-11-18,1,331.0824598264827
周末,17,2013-11-18,2,203.01559819162028
周末,17,2013-11-18,3,145.7666055847155
周末,17,2013-11-18,4,120.96003745204301
周末,17,2013-11-18,5,158.2862601231811
周末,17,2013-11-18,6,348.13481331670687
周末,17,2013-11-18,7,969.9754277821804
周末,17,2013-11-18,8,2357.446184656591
周末,17,2013-11-18,9,2928.338746387095
周末,17,2013-11-18,10,3367.92981739733
周末,17,2013-11-18,11,3122.4146297777042
周末,17,2013-11-18,12,3060.9110063857265
周末,17,2013-11-18,13,2804.083195630424
周末,17,2013-11-18,14,3665.254900752896
周末,17,2013-11-18,15,2803.169247901729
周末,17,2013-11-18,16,2915.599847486824
周末,17,2013-11-18,17,3173.5375017902456
周末,17,2013-11-18,18,2945.772754439912
周末,17,2013-11-18,19,2882.265153769058
周末,17,2013-11-18,20,2308.47009940853
周末,17,2013-11-18,21,1624.8572821756793
周末,17,2013-11-18,22,1377.0223736954713
周末,17,2013-11-18,23,1118.831181688335
周末,23,2013-11-24,0,1381.7650385261009
周末,23,2013-11-24,1,698.9615835385014
周末,23,2013-11-24,2,543.6104664409564
周末,23,2013-11-24,3,344.04084824816465
周末,23,2013-11-24,4,270.98440104098745
周末,23,2013-11-24,5,289.29805679981547
周末,23,2013-11-24,6,225.65267611023498
周末,23,2013-11-24,7,273.364055779301
周末,23,2013-11-24,8,632.8732168410913
周末,23,2013-11-24,9,1187.990090282556
周末,23,2013-11-24,10,1710.3967056846377
周末,23,2013-11-24,11,2055.6287757927807
周末,23,2013-11-24,12,2042.2702869415007
周末,23,2013-11-24,13,1824.6070144285932
周末,23,2013-11-24,14,1349.7616535783486
周末,23,2013-11-24,15,1561.3857211372417
周末,23,2013-11-24,16,1740.2508988427505
周末,23,2013-11-24,17,2100.6691723870526
周末,23,2013-11-24,18,2064.3479946692296
周末,23,2013-11-24,19,2411.152454101506
周末,23,2013-11-24,20,1931.0026518229051
周末,23,2013-11-24,21,1467.4976225812693
周末,23,2013-11-24,22,1430.4048570451037
周末,23,2013-11-24,23,921.867107246527
周末,24,2013-11-25,0,485.07257757261004
周末,24,2013-11-25,1,347.1581161618524
周末,24,2013-11-25,2,211.45843082715936
周末,24,2013-11-25,3,128.26420815166006
周末,24,2013-11-25,4,143.58769601363744
周末,24,2013-11-25,5,159.65055508037432
周末,24,2013-11-25,6,285.1580563272056
周末,24,2013-11-25,7,1019.5974334252714
周末,24,2013-11-25,8,2563.1028737127344
周末,24,2013-11-25,9,3419.5538543963926
周末,24,2013-11-25,10,3025.7236513106136
周末,24,2013-11-25,11,3074.018354057824
周末,24,2013-11-25,12,3378.7403489781727
周末,24,2013-11-25,13,2996.3471793709664
周末,24,2013-11-25,14,3201.993869808224
周末,24,2013-11-25,15,2645.1101776001888
周末,24,2013-11-25,16,3224.380444427559
周末,24,2013-11-25,17,3043.350140449978
周末,24,2013-11-25,18,3172.622399110457
周末,24,2013-11-25,19,2610.661349728013
周末,24,2013-11-25,20,2448.2088784066136
周末,24,2013-11-25,21,1880.3265797262932
周末,24,2013-11-25,22,1341.1355381510741
周末,24,2013-11-25,23,1103.5826020092104
节假日,52,2013-12-23,0,448.8971755191857
节假日,52,2013-12-23,1,378.71144932023066
节假日,52,2013-12-23,2,163.38590627650916
节假日,52,2013-12-23,3,125.38347953805251
节假日,52,2013-12-23,4,142.45718738806414
节假日,52,2013-12-23,5,143.29856924926463
节假日,52,2013-12-23,6,224.88812205607263
节假日,52,2013-12-23,7,546.171735635119
节假日,52,2013-12-23,8,1744.7562753793766
节假日,52,2013-12-23,9,3223.7335979200557
节假日,52,2013-12-23,10,3737.3178635593604
节假日,52,2013-12-23,11,3681.0171663370065
节假日,52,2013-12-23,12,3248.587289144696
节假日,52,2013-12-23,13,2924.3636471096543
节假日,52,2013-12-23,14,2562.2135905069927
节假日,52,2013-12-23,15,3094.0842383976287
节假日,52,2013-12-23,16,2791.7890174027525
节假日,52,2013-12-23,17,2897.7622554285663
节假日,52,2013-12-23,18,3296.485696592545
节假日,52,2013-12-23,19,2688.307664835099
节假日,52,2013-12-23,20,2101.8458242493307
节假日,52,2013-12-23,21,1447.655028820392
节假日,52,2013-12-23,22,961.5063888280022
节假日,52,2013-12-23,23,723.98772901806
节假日,53,2013-12-24,0,440.0443261817815
节假日,53,2013-12-24,1,333.4554545022565
节假日,53,2013-12-24,2,170.06444733031645
节假日,53,2013-12-24,3,124.8834223011411
节假日,53,2013-12-24,4,128.2684002178427
节假日,53,2013-12-24,5,183.02044819776944
节假日,53,2013-12-24,6,272.03207595020615
节假日,53,2013-12-24,7,424.9022257254646
节假日,53,2013-12-24,8,1389.1203438752511
节假日,53,2013-12-24,9,1977.6623703349196
节假日,53,2013-12-24,10,2845.9843645781734
节假日,53,2013-12-24,11,3095.5387667927207
节假日,53,2013-12-24,12,3137.234206301822
节假日,53,2013-12-24,13,2202.1676755774342
节假日,53,2013-12-24,14,2182.1346292206163
节假日,53,2013-12-24,15,2198.9578946526753
节假日,53,2013-12-24,16,2321.8906549093276
节假日,53,2013-12-24,17,2362.6917854183985
节假日,53,2013-12-24,18,2375.328369924663
节假日,53,2013-12-24,19,1665.9810412368035
节假日,53,2013-12-24,20,1215.6113562651553
节假日,53,2013-12-24,21,806.7150232983535
节假日,53,2013-12-24,22,731.2317996940142
节假日,53,2013-12-24,23,638.3077100791709
节假日,54,2013-12-25,0,590.8181202010306
节假日,54,2013-12-25,1,477.2665047103263
节假日,54,2013-12-25,2,303.5905625655872
节假日,54,2013-12-25,3,183.4821504307605
节假日,54,2013-12-25,4,135.925566444543
节假日,54,2013-12-25,5,121.15716431627331
节假日,54,2013-12-25,6,180.69230056127438
节假日,54,2013-12-25,7,214.99957119935215
节假日,54,2013-12-25,8,434.2787695630646
节假日,54,2013-12-25,9,1253.0785624517553
节假日,54,2013-12-25,10,1877.6990050578659
节假日,54,2013-12-25,11,2106.27883550214
节假日,54,2013-12-25,12,2417.388430016687
节假日,54,2013-12-25,13,1254.371451410678
节假日,54,2013-12-25,14,691.7748663708539
节假日,54,2013-12-25,15,933.0941688073336
节假日,54,2013-12-25,16,1059.4945781472125
节假日,54,2013-12-25,17,1376.202685205316
节假日,54,2013-12-25,18,1483.8395639612636
节假日,54,2013-12-25,19,1464.2087114179647
节假日,54,2013-12-25,20,1322.8176496694018
节假日,54,2013-12-25,21,1197.5612715372174
节假日,54,2013-12-25,22,856.8343672629289
节假日,54,2013-12-25,23,815.1554606866588
节假日,59,2013-12-30,0,343.04480285972534
节假日,59,2013-12-30,1,339.38006035579014
节假日,59,2013-12-30,2,192.36104338371558
节假日,59,2013-12-30,3,135.1770498839731
节假日,59,2013-12-30,4,177.83382150635
节假日,59,2013-12-30,5,144.14122454551645
节假日,59,2013-12-30,6,225.14403801945014
节假日,59,2013-12-30,7,366.81671760488103
节假日,59,2013-12-30,8,998.7153156656683
节假日,59,2013-12-30,9,1742.4913191623184
节假日,59,2013-12-30,10,2413.95020698013
节假日,59,2013-12-30,11,2484.362356246958
节假日,59,2013-12-30,12,2231.9604040397694
节假日,59,2013-12-30,13,1959.7398996469783
节假日,59,2013-12-30,14,1825.04402941821
节假日,59,2013-12-30,15,1906.184115252054
节假日,59,2013-12-30,16,1933.9033627806723
节假日,59,2013-12-30,17,1951.818843117317
节假日,59,2013-12-30,18,2240.046792833103
节假日,59,2013-12-30,19,1913.0807391349101
节假日,59,2013-12-30,20,1472.2051502002876
节假日,59,2013-12-30,21,1355.5320439773373
节假日,59,2013-12-30,22,778.5255138222695
节假日,59,2013-12-30,23,569.2108061157954
