grid_id,date_label,date,weekday,hour,traffic
0,普通周末,2013-11-17,Sunday,13,81.94984687522738
0,平安夜,2013-12-24,Tuesday,13,144.18204908168195
0,普通周末,2013-11-17,Sunday,14,85.7089920081363
0,平安夜,2013-12-24,Tuesday,14,116.05852110601387
0,普通周末,2013-11-17,Sunday,15,71.6110029180499
0,平安夜,2013-12-24,Tuesday,15,207.7383588109845
0,普通周末,2013-11-17,Sunday,16,83.61141318442921
0,平安夜,2013-12-24,Tuesday,16,193.2581334509145
0,普通周末,2013-11-17,Sunday,17,98.2253878341099
0,平安夜,2013-12-24,Tuesday,17,201.43462348737282
0,普通周末,2013-11-17,Sunday,18,95.48653076311594
0,平安夜,2013-12-24,Tuesday,18,190.76550716343996
0,普通周末,2013-11-17,Sunday,19,67.3542545411453
0,平安夜,2013-12-24,Tuesday,19,133.05321068420366
0,普通周末,2013-11-17,Sunday,20,58.897822722824415
0,平安夜,2013-12-24,Tuesday,20,78.97836981025901
0,普通周末,2013-11-17,Sunday,21,57.55609832313591
0,平安夜,2013-12-24,Tuesday,21,48.08013668291363
0,普通周末,2013-11-17,Sunday,22,38.99577491420698
0,平安夜,2013-12-24,Tuesday,22,50.92049258223508
0,普通周末,2013-11-17,Sunday,23,22.64161803208374
0,平安夜,2013-12-24,Tuesday,23,44.05436611927279
0,普通工作日,2013-11-13,Wednesday,0,9.750135428033092
0,圣诞节,2013-12-25,Wednesday,0,38.78173784164259
0,普通工作日,2013-11-13,Wednesday,1,6.086568258536135
0,圣诞节,2013-12-25,Wednesday,1,27.67348204924487
0,普通工作日,2013-11-13,Wednesday,2,0.9933363081681612
0,圣诞节,2013-12-25,Wednesday,2,15.39495162337209
0,普通工作日,2013-11-13,Wednesday,3,1.2699012688853462
0,圣诞节,2013-12-25,Wednesday,3,8.121962315212546
0,普通工作日,2013-11-13,Wednesday,4,3.288105023678596
0,圣诞节,2013-12-25,Wednesday,4,6.0550022731266075
0,普通工作日,2013-11-13,Wednesday,5,7.2254431594711495
0,圣诞节,2013-12-25,Wednesday,5,0.0845330425954517
0,普通工作日,2013-11-13,Wednesday,6,12.909182478387303
0,圣诞节,2013-12-25,Wednesday,6,9.239659459677274
0,普通工作日,2013-11-13,Wednesday,7,68.82132783404839
0,圣诞节,2013-12-25,Wednesday,7,9.932970170973181
0,普通工作日,2013-11-13,Wednesday,8,96.7286387091761
0,圣诞节,2013-12-25,Wednesday,8,34.03565451565435
0,普通工作日,2013-11-13,Wednesday,9,147.5040765717429
0,圣诞节,2013-12-25,Wednesday,9,127.96882929361064
0,普通工作日,2013-11-13,Wednesday,10,162.32552073096505
0,圣诞节,2013-12-25,Wednesday,10,164.79176738630457
0,普通工作日,2013-11-13,Wednesday,11,190.58245976874576
0,圣诞节,2013-12-25,Wednesday,11,188.57063052814368
0,普通工作日,2013-11-13,Wednesday,12,118.00411267770467
0,圣诞节,2013-12-25,Wednesday,12,165.9600029478736
0,普通工作日,2013-11-13,Wednesday,13,139.90306134735283
0,圣诞节,2013-12-25,Wednesday,13,78.808537697915
0,普通工作日,2013-11-13,Wednesday,14,146.42665334651463
0,圣诞节,2013-12-25,Wednesday,14,55.996218387607385
0,普通工作日,2013-11-13,Wednesday,15,185.29250333746472
0,圣诞节,2013-12-25,Wednesday,15,57.51515839867151
0,普通工作日,2013-11-13,Wednesday,16,167.64608603376075
0,圣诞节,2013-12-25,Wednesday,16,75.59468600829334
0,普通工作日,2013-11-13,Wednesday,17,149.7510960566828
0,圣诞节,2013-12-25,Wednesday,17,88.40381146575956
0,普通工作日,2013-11-13,Wednesday,18,176.71180917747472
0,圣诞节,2013-12-25,Wednesday,18,109.13972802629344
0,普通工作日,2013-11-13,Wednesday,19,134.26104363388816
0,圣诞节,2013-12-25,Wednesday,19,109.4315329948445
0,普通工作日,2013-11-13,Wednesday,20,110.02458804972723
0,圣诞节,2013-12-25,Wednesday,20,107.86496308685092
0,普通工作日,2013-11-13,Wednesday,21,75.79542095397217
0,圣诞节,2013-12-25,Wednesday,21,74.76893457868373
0,普通工作日,2013-11-13,Wednesday,22,46.76100323910215
0,圣诞节,2013-12-25,Wednesday,22,44.57114870090451
0,普通工作日,2013-11-13,Wednesday,23,21.54779107587475
0,圣诞节,2013-12-25,Wednesday,23,32.997567344959826
0,普通周末,2013-11-17,Sunday,0,22.3921298400593
0,新年夜(12月30日),2013-12-30,Monday,0,9.725915772925205
0,普通周末,2013-11-17,Sunday,1,12.81557607387986
0,新年夜(12月30日),2013-12-30,Monday,1,11.019608569172979
0,普通周末,2013-11-17,Sunday,2,9.54409425144477
0,新年夜(12月30日),2013-12-30,Monday,2,3.171033931234043
0,普通周末,2013-11-17,Sunday,3,7.970227338454243
0,新年夜(12月30日),2013-12-30,Monday,3,6.237629038508951
0,普通周末,2013-11-17,Sunday,4,4.095286310530108
0,新年夜(12月30日),2013-12-30,Monday,4,3.535047101703158
0,普通周末,2013-11-17,Sunday,5,5.2958855564960166
0,新年夜(12月30日),2013-12-30,Monday,5,6.764031351992514
0,普通周末,2013-11-17,Sunday,6,6.000369362143615
0,新年夜(12月30日),2013-12-30,Monday,6,11.519617935979262
0,普通周末,2013-11-17,Sunday,7,9.589788076995106
0,新年夜(12月30日),2013-12-30,Monday,7,19.243178984077637
0,普通周末,2013-11-17,Sunday,8,27.855711047135312
0,新年夜(12月30日),2013-12-30,Monday,8,64.46155339493649
0,普通周末,2013-11-17,Sunday,9,69.81109543029783
0,新年夜(12月30日),2013-12-30,Monday,9,158.71948026036677
0,普通周末,2013-11-17,Sunday,10,124.44150123695752
0,新年夜(12月30日),2013-12-30,Monday,10,206.05250949246104
0,普通周末,2013-11-17,Sunday,11,112.01356497978743
0,新年夜(12月30日),2013-12-30,Monday,11,178.93226510560893
0,普通周末,2013-11-17,Sunday,12,96.84022158389241
0,新年夜(12月30日),2013-12-30,Monday,12,134.6313480621037
0,普通周末,2013-11-17,Sunday,13,81.94984687522738
0,新年夜(12月30日),2013-12-30,Monday,13,137.23823757315435
0,普通周末,2013-11-17,Sunday,14,85.7089920081363
0,新年夜(12月30日),2013-12-30,Monday,14,105.1037621434599
0,普通周末,2013-11-17,Sunday,15,71.6110029180499
0,新年夜(12月30日),2013-12-30,Monday,15,109.78889276890557
0,普通周末,2013-11-17,Sunday,16,83.61141318442921
0,新年夜(12月30日),2013-12-30,Monday,16,174.63725534150814
0,普通周末,2013-11-17,Sunday,17,98.2253878341099
0,新年夜(12月30日),2013-12-30,Monday,17,173.15594533973058
0,普通周末,2013-11-17,Sunday,18,95.48653076311594
0,新年夜(12月30日),2013-12-30,Monday,18,178.66876359077128
0,普通周末,2013-11-17,Sunday,19,67.3542545411453
0,新年夜(12月30日),2013-12-30,Monday,19,100.00805526891777
0,普通周末,2013-11-17,Sunday,20,58.897822722824415
0,新年夜(12月30日),2013-12-30,Monday,20,118.06517417918616
0,普通周末,2013-11-17,Sunday,21,57.55609832313591
0,新年夜(12月30日),2013-12-30,Monday,21,88.56042675184528
0,普通周末,2013-11-17,Sunday,22,38.99577491420698
0,新年夜(12月30日),2013-12-30,Monday,22,43.335114308326006
0,普通周末,2013-11-17,Sunday,23,22.64161803208374
0,新年夜(12月30日),2013-12-30,Monday,23,19.817874544001214
100,普通工作日,2013-11-13,Wednesday,0,11.968581236801834
100,圣诞假期开始,2013-12-23,Monday,0,10.563467423334583
100,普通工作日,2013-11-13,Wednesday,1,5.437089996059922
100,圣诞假期开始,2013-12-23,Monday,1,4.606467268856608
100,普通工作日,2013-11-13,Wednesday,2,3.5205056073087397
100,圣诞假期开始,2013-12-23,Monday,2,3.5642924460830527
100,普通工作日,2013-11-13,Wednesday,3,1.369678582118501
100,圣诞假期开始,2013-12-23,Monday,3,2.564955829207987
100,普通工作日,2013-11-13,Wednesday,4,1.4947787030532698
100,圣诞假期开始,2013-12-23,Monday,4,2.837920121826693
100,普通工作日,2013-11-13,Wednesday,5,3.6814355952562647
100,圣诞假期开始,2013-12-23,Monday,5,3.3011427820456727
100,普通工作日,2013-11-13,Wednesday,6,10.830746986127014
100,圣诞假期开始,2013-12-23,Monday,6,6.646587338249827
100,普通工作日,2013-11-13,Wednesday,7,45.76022040364064
100,圣诞假期开始,2013-12-23,Monday,7,24.70496608772719
100,普通工作日,2013-11-13,Wednesday,8,116.27339183059189
100,圣诞假期开始,2013-12-23,Monday,8,94.72672027914314
100,普通工作日,2013-11-13,Wednesday,9,107.2721730443268
100,圣诞假期开始,2013-12-23,Monday,9,121.694415171857
100,普通工作日,2013-11-13,Wednesday,10,115.45380770996917
100,圣诞假期开始,2013-12-23,Monday,10,160.68144235659358
100,普通工作日,2013-11-13,Wednesday,11,126.28342764839103
100,圣诞假期开始,2013-12-23,Monday,11,161.57764815326797
100,普通工作日,2013-11-13,Wednesday,12,95.21564274424998
100,圣诞假期开始,2013-12-23,Monday,12,136.94537855792217
100,普通工作日,2013-11-13,Wednesday,13,85.89476097291916
100,圣诞假期开始,2013-12-23,Monday,13,107.78748238138346
100,普通工作日,2013-11-13,Wednesday,14,105.3603878167372
100,圣诞假期开始,2013-12-23,Monday,14,140.29264662337664
100,普通工作日,2013-11-13,Wednesday,15,117.92160220772014
100,圣诞假期开始,2013-12-23,Monday,15,158.95744006614242
100,普通工作日,2013-11-13,Wednesday,16,128.8198679235898
100,圣诞假期开始,2013-12-23,Monday,16,156.73488285488162
100,普通工作日,2013-11-13,Wednesday,17,150.21301023807823
100,圣诞假期开始,2013-12-23,Monday,17,150.92440295726476
100,普通工作日,2013-11-13,Wednesday,18,136.52687899056275
100,圣诞假期开始,2013-12-23,Monday,18,148.04357856942175
100,普通工作日,2013-11-13,Wednesday,19,102.64963855552617
100,圣诞假期开始,2013-12-23,Monday,19,124.7003480096391
100,普通工作日,2013-11-13,Wednesday,20,94.06331590329073
100,圣诞假期开始,2013-12-23,Monday,20,78.06546419451195
100,普通工作日,2013-11-13,Wednesday,21,73.75629339045092
100,圣诞假期开始,2013-12-23,Monday,21,49.14076686291316
100,普通工作日,2013-11-13,Wednesday,22,26.953427173969676
100,圣诞假期开始,2013-12-23,Monday,22,32.323086291795896
100,普通工作日,2013-11-13,Wednesday,23,14.37158976360047
100,圣诞假期开始,2013-12-23,Monday,23,20.009149876279423
100,普通周末,2013-11-17,Sunday,0,11.253135775212826
100,平安夜,2013-12-24,Tuesday,0,9.933391673573027
100,普通周末,2013-11-17,Sunday,1,15.74485945125538
100,平安夜,2013-12-24,Tuesday,1,4.766500899257808
100,普通周末,2013-11-17,Sunday,2,5.7589444271457975
100,平安夜,2013-12-24,Tuesday,2,2.7773508032140315
100,普通周末,2013-11-17,Sunday,3,4.579981595347166
100,平安夜,2013-12-24,Tuesday,3,5.080667814650352
100,普通周末,2013-11-17,Sunday,4,2.819698886272464
100,平安夜,2013-12-24,Tuesday,4,3.784479667895076
100,普通周末,2013-11-17,Sunday,5,5.86858846455062
100,平安夜,2013-12-24,Tuesday,5,5.459967781600284
100,普通周末,2013-11-17,Sunday,6,4.899215062368088
100,平安夜,2013-12-24,Tuesday,6,9.617106574661141
100,普通周末,2013-11-17,Sunday,7,9.671982430107134
100,平安夜,2013-12-24,Tuesday,7,20.97571487313765
100,普通周末,2013-11-17,Sunday,8,29.814729849408497
100,平安夜,2013-12-24,Tuesday,8,71.5036201078323
100,普通周末,2013-11-17,Sunday,9,64.30935406119923
100,平安夜,2013-12-24,Tuesday,9,130.07029577964195
100,普通周末,2013-11-17,Sunday,10,69.55184316954447
100,平安夜,2013-12-24,Tuesday,10,162.90218365246835
100,普通周末,2013-11-17,Sunday,11,83.89403853749266
100,平安夜,2013-12-24,Tuesday,11,185.80939588833638
100,普通周末,2013-11-17,Sunday,12,87.98280490413461
100,平安夜,2013-12-24,Tuesday,12,127.0759587910169
100,普通周末,2013-11-17,Sunday,13,54.446735901004736
100,平安夜,2013-12-24,Tuesday,13,110.55645777105579
100,普通周末,2013-11-17,Sunday,14,61.06932669089863
100,平安夜,2013-12-24,Tuesday,14,102.13111977804972
100,普通周末,2013-11-17,Sunday,15,75.96780816768735
100,平安夜,2013-12-24,Tuesday,15,117.99754619466955
100,普通周末,2013-11-17,Sunday,16,62.11839673832783
100,平安夜,2013-12-24,Tuesday,16,151.4364388047389
100,普通周末,2013-11-17,Sunday,17,79.90854015409134
100,平安夜,2013-12-24,Tuesday,17,129.80289908291374
100,普通周末,2013-11-17,Sunday,18,84.01032146893407
100,平安夜,2013-12-24,Tuesday,18,114.47295577912247
100,普通周末,2013-11-17,Sunday,19,71.95836186628816
100,平安夜,2013-12-24,Tuesday,19,120.07282505014045
100,普通周末,2013-11-17,Sunday,20,53.92140415805363
100,平安夜,2013-12-24,Tuesday,20,62.627589641937156
100,普通周末,2013-11-17,Sunday,21,37.80100451068471
100,平安夜,2013-12-24,Tuesday,21,44.238542489732446
100,普通周末,2013-11-17,Sunday,22,29.048401109741654
100,平安夜,2013-12-24,Tuesday,22,34.30598158519362
100,普通周末,2013-11-17,Sunday,23,10.32997802682528
100,平安夜,2013-12-24,Tuesday,23,32.71447371180345
100,普通工作日,2013-11-13,Wednesday,0,11.968581236801834
100,圣诞节,2013-12-25,Wednesday,0,31.887874506013688
100,普通工作日,2013-11-13,Wednesday,1,5.437089996059922
100,圣诞节,2013-12-25,Wednesday,1,21.606586801866808
100,普通工作日,2013-11-13,Wednesday,2,3.5205056073087397
100,圣诞节,2013-12-25,Wednesday,2,10.10074243174959
100,普通工作日,2013-11-13,Wednesday,3,1.369678582118501
100,圣诞节,2013-12-25,Wednesday,3,9.692603568023948
100,普通工作日,2013-11-13,Wednesday,4,1.4947787030532698
100,圣诞节,2013-12-25,Wednesday,4,4.080298159515969
100,普通工作日,2013-11-13,Wednesday,5,3.6814355952562647
100,圣诞节,2013-12-25,Wednesday,5,5.463177027498103
100,普通工作日,2013-11-13,Wednesday,6,10.830746986127014
100,圣诞节,2013-12-25,Wednesday,6,7.334629014032981
100,普通工作日,2013-11-13,Wednesday,7,45.76022040364064
100,圣诞节,2013-12-25,Wednesday,7,9.710530952909664
100,普通工作日,2013-11-13,Wednesday,8,116.27339183059189
100,圣诞节,2013-12-25,Wednesday,8,25.504862135459565
100,普通工作日,2013-11-13,Wednesday,9,107.2721730443268
100,圣诞节,2013-12-25,Wednesday,9,87.50842687838784
100,普通工作日,2013-11-13,Wednesday,10,115.45380770996917
100,圣诞节,2013-12-25,Wednesday,10,140.57855766853018
100,普通工作日,2013-11-13,Wednesday,11,126.28342764839103
100,圣诞节,2013-12-25,Wednesday,11,175.89798430449622
100,普通工作日,2013-11-13,Wednesday,12,95.21564274424998
100,圣诞节,2013-12-25,Wednesday,12,147.63807401324297
100,普通工作日,2013-11-13,Wednesday,13,85.89476097291916
100,圣诞节,2013-12-25,Wednesday,13,63.77447354231577
100,普通工作日,2013-11-13,Wednesday,14,105.3603878167372
100,圣诞节,2013-12-25,Wednesday,14,34.62550219405099
100,普通工作日,2013-11-13,Wednesday,15,117.92160220772014
100,圣诞节,2013-12-25,Wednesday,15,57.41118247771815
100,普通工作日,2013-11-13,Wednesday,16,128.8198679235898
100,圣诞节,2013-12-25,Wednesday,16,70.00018552719615
100,普通工作日,2013-11-13,Wednesday,17,150.21301023807823
100,圣诞节,2013-12-25,Wednesday,17,65.09331167247231
100,普通工作日,2013-11-13,Wednesday,18,136.52687899056275
100,圣诞节,2013-12-25,Wednesday,18,84.99138547215162
100,普通工作日,2013-11-13,Wednesday,19,102.64963855552617
100,圣诞节,2013-12-25,Wednesday,19,70.60954406203672
100,普通工作日,2013-11-13,Wednesday,20,94.06331590329073
100,圣诞节,2013-12-25,Wednesday,20,67.37804275138463
100,普通工作日,2013-11-13,Wednesday,21,73.75629339045092
100,圣诞节,2013-12-25,Wednesday,21,43.950892000376754
100,普通工作日,2013-11-13,Wednesday,22,26.953427173969676
100,圣诞节,2013-12-25,Wednesday,22,29.571310260154103
100,普通工作日,2013-11-13,Wednesday,23,14.37158976360047
100,圣诞节,2013-12-25,Wednesday,23,25.586529692684135
100,普通周末,2013-11-17,Sunday,0,11.253135775212826
100,新年夜(12月30日),2013-12-30,Monday,0,14.112021500936146
100,普通周末,2013-11-17,Sunday,1,15.74485945125538
100,新年夜(12月30日),2013-12-30,Monday,1,4.776037871201224
100,普通周末,2013-11-17,Sunday,2,5.7589444271457975
100,新年夜(12月30日),2013-12-30,Monday,2,3.320833052717323
100,普通周末,2013-11-17,Sunday,3,4.579981595347166
100,新年夜(12月30日),2013-12-30,Monday,3,2.407504544100451
100,普通周末,2013-11-17,Sunday,4,2.819698886272464
100,新年夜(12月30日),2013-12-30,Monday,4,2.591219004431704
100,普通周末,2013-11-17,Sunday,5,5.86858846455062
100,新年夜(12月30日),2013-12-30,Monday,5,2.5804259729989365
100,普通周末,2013-11-17,Sunday,6,4.899215062368088
100,新年夜(12月30日),2013-12-30,Monday,6,6.99401858495924
100,普通周末,2013-11-17,Sunday,7,9.671982430107134
100,新年夜(12月30日),2013-12-30,Monday,7,16.13595804468624
100,普通周末,2013-11-17,Sunday,8,29.814729849408497
100,新年夜(12月30日),2013-12-30,Monday,8,56.67841241144608
100,普通周末,2013-11-17,Sunday,9,64.30935406119923
100,新年夜(12月30日),2013-12-30,Monday,9,88.84995035860669
100,普通周末,2013-11-17,Sunday,10,69.55184316954447
100,新年夜(12月30日),2013-12-30,Monday,10,141.03646102816916
100,普通周末,2013-11-17,Sunday,11,83.89403853749266
100,新年夜(12月30日),2013-12-30,Monday,11,133.85769686488032
100,普通周末,2013-11-17,Sunday,12,87.98280490413461
100,新年夜(12月30日),2013-12-30,Monday,12,95.97118482783249
100,普通周末,2013-11-17,Sunday,13,54.446735901004736
100,新年夜(12月30日),2013-12-30,Monday,13,93.60566098201645
100,普通周末,2013-11-17,Sunday,14,61.06932669089863
100,新年夜(12月30日),2013-12-30,Monday,14,99.46763620192469
100,普通周末,2013-11-17,Sunday,15,75.96780816768735
100,新年夜(12月30日),2013-12-30,Monday,15,99.86158555133288
100,普通周末,2013-11-17,Sunday,16,62.11839673832783
100,新年夜(12月30日),2013-12-30,Monday,16,114.70495640198017
100,普通周末,2013-11-17,Sunday,17,79.90854015409134
100,新年夜(12月30日),2013-12-30,Monday,17,121.6224287274224
100,普通周末,2013-11-17,Sunday,18,84.01032146893407
100,新年夜(12月30日),2013-12-30,Monday,18,120.97373999492493
100,普通周末,2013-11-17,Sunday,19,71.95836186628816
100,新年夜(12月30日),2013-12-30,Monday,19,92.14854610020943
100,普通周末,2013-11-17,Sunday,20,53.92140415805363
100,新年夜(12月30日),2013-12-30,Monday,20,63.82120270764422
100,普通周末,2013-11-17,Sunday,21,37.80100451068471
100,新年夜(12月30日),2013-12-30,Monday,21,54.21463880465194
100,普通周末,2013-11-17,Sunday,22,29.048401109741654
100,新年夜(12月30日),2013-12-30,Monday,22,29.320521086547384
100,普通周末,2013-11-17,Sunday,23,10.32997802682528
100,新年夜(12月30日),2013-12-30,Monday,23,18.52695519222387
171,普通工作日,2013-11-13,Wednesday,0,469.58057676113515
171,圣诞假期开始,2013-12-23,Monday,0,448.8971755191857
171,普通工作日,2013-11-13,Wednesday,1,307.8508720680014
171,圣诞假期开始,2013-12-23,Monday,1,378.71144932023066
171,普通工作日,2013-11-13,Wednesday,2,160.60594295107555
171,圣诞假期开始,2013-12-23,Monday,2,163.38590627650916
171,普通工作日,2013-11-13,Wednesday,3,141.54243842486596
171,圣诞假期开始,2013-12-23,Monday,3,125.38347953805251
171,普通工作日,2013-11-13,Wednesday,4,113.95718619366744
171,圣诞假期开始,2013-12-23,Monday,4,142.45718738806414
171,普通工作日,2013-11-13,Wednesday,5,162.30520298532687
171,圣诞假期开始,2013-12-23,Monday,5,143.29856924926463
171,普通工作日,2013-11-13,Wednesday,6,303.9918158444115
171,圣诞假期开始,2013-12-23,Monday,6,224.88812205607263
171,普通工作日,2013-11-13,Wednesday,7,1011.3042432077236
171,圣诞假期开始,2013-12-23,Monday,7,546.171735635119
171,普通工作日,2013-11-13,Wednesday,8,2482.112874059303
171,圣诞假期开始,2013-12-23,Monday,8,1744.7562753793766
171,普通工作日,2013-11-13,Wednesday,9,3234.933961590662
171,圣诞假期开始,2013-12-23,Monday,9,3223.7335979200557
171,普通工作日,2013-11-13,Wednesday,10,3024.5736746695084
171,圣诞假期开始,2013-12-23,Monday,10,3737.3178635593604
171,普通工作日,2013-11-13,Wednesday,11,3169.3472417075163
171,圣诞假期开始,2013-12-23,Monday,11,3681.0171663370065
171,普通工作日,2013-11-13,Wednesday,12,2963.7110032213122
171,圣诞假期开始,2013-12-23,Monday,12,3248.587289144696
171,普通工作日,2013-11-13,Wednesday,13,2852.4330274471135
171,圣诞假期开始,2013-12-23,Monday,13,2924.3636471096543
171,普通工作日,2013-11-13,Wednesday,14,2718.8587413069126
171,圣诞假期开始,2013-12-23,Monday,14,2562.2135905069927
171,普通工作日,2013-11-13,Wednesday,15,2827.0080875908648
171,圣诞假期开始,2013-12-23,Monday,15,3094.0842383976287
171,普通工作日,2013-11-13,Wednesday,16,3201.52110653391
171,圣诞假期开始,2013-12-23,Monday,16,2791.7890174027525
171,普通工作日,2013-11-13,Wednesday,17,3457.6093614977
171,圣诞假期开始,2013-12-23,Monday,17,2897.7622554285663
171,普通工作日,2013-11-13,Wednesday,18,3503.107295364001
171,圣诞假期开始,2013-12-23,Monday,18,3296.485696592545
171,普通工作日,2013-11-13,Wednesday,19,3080.455569073185
171,圣诞假期开始,2013-12-23,Monday,19,2688.307664835099
171,普通工作日,2013-11-13,Wednesday,20,2584.383214506366
171,圣诞假期开始,2013-12-23,Monday,20,2101.8458242493307
171,普通工作日,2013-11-13,Wednesday,21,2156.087124777971
171,圣诞假期开始,2013-12-23,Monday,21,1447.655028820392
171,普通工作日,2013-11-13,Wednesday,22,1882.272508670078
171,圣诞假期开始,2013-12-23,Monday,22,961.5063888280022
171,普通工作日,2013-11-13,Wednesday,23,1141.2667404652784
171,圣诞假期开始,2013-12-23,Monday,23,723.98772901806
171,普通周末,2013-11-17,Sunday,0,1417.8763707782077
171,平安夜,2013-12-24,Tuesday,0,440.0443261817815
171,普通周末,2013-11-17,Sunday,1,994.902000771095
171,平安夜,2013-12-24,Tuesday,1,333.4554545022565
171,普通周末,2013-11-17,Sunday,2,702.9164029329686
171,平安夜,2013-12-24,Tuesday,2,170.06444733031645
171,普通周末,2013-11-17,Sunday,3,484.4847472634693
171,平安夜,2013-12-24,Tuesday,3,124.8834223011411
171,普通周末,2013-11-17,Sunday,4,397.0908026911168
171,平安夜,2013-12-24,Tuesday,4,128.2684002178427
171,普通周末,2013-11-17,Sunday,5,362.7864096844833
171,平安夜,2013-12-24,Tuesday,5,183.02044819776944
171,普通周末,2013-11-17,Sunday,6,250.33507746580617
171,平安夜,2013-12-24,Tuesday,6,272.03207595020615
171,普通周末,2013-11-17,Sunday,7,239.5652855534618
171,平安夜,2013-12-24,Tuesday,7,424.9022257254646
171,普通周末,2013-11-17,Sunday,8,512.7455167769463
171,平安夜,2013-12-24,Tuesday,8,1389.1203438752511
171,普通周末,2013-11-17,Sunday,9,939.443477598574
171,平安夜,2013-12-24,Tuesday,9,1977.6623703349196
